# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 15:42:12 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
CoRoT-13 b,CoRoT-13,1,1,4.03519000000,0.00003000000,-0.00003000000,0,9.92000000,0.15700000,-0.15700000,0,0.88500000,0.01400000,-0.01400000,0,G0 V,5945.00,90.00,-90.00,0,1.010000,0.030000,-0.030000,0,0.07314,0.04769,-0.05358,0
CoRoT-14 b,CoRoT-14,1,1,1.51214000000,0.00013000000,-0.00013000000,0,12.22000000,0.78000000,-0.78000000,0,1.09000000,0.07000000,-0.07000000,0,F9 V,6035.00,100.00,-100.00,0,1.210000,0.080000,-0.080000,0,0.11884,0.07934,-0.09715,0
CoRoT-16 b,CoRoT-16,1,1,5.35227000000,0.00020000000,-0.00020000000,0,13.11000000,1.79000000,-1.57000000,0,1.17000000,0.16000000,-0.14000000,0,G5 V,5650.00,100.00,-100.00,0,1.190000,0.140000,-0.130000,0,-0.43496,0.04116,-0.04547,0
CoRoT-17 b,CoRoT-17,1,1,3.76810000000,0.00030000000,-0.00030000000,0,11.43000000,0.78000000,-0.78000000,0,1.02000000,0.07000000,-0.07000000,0,G2 V,5740.00,80.00,-80.00,0,1.590000,0.070000,-0.070000,0,0.13421,0.04488,-0.05006,0
CoRoT-18 b,CoRoT-18,1,1,1.90006930000,0.00000280000,-0.00000280000,0,14.68000000,2.02000000,-2.02000000,0,1.31000000,0.18000000,-0.18000000,0,G9 V,5440.00,100.00,-100.00,0,1.000000,0.130000,-0.130000,0,-0.17000,0.06000,-0.06000,0
CoRoT-19 b,CoRoT-19,1,1,3.89713000000,0.00002000000,-0.00002000000,0,14.46000000,0.34000000,-0.34000000,0,1.29000000,0.03000000,-0.03000000,0,F9 V,6090.00,70.00,-70.00,0,1.650000,0.040000,-0.040000,0,0.54400,0.02400,-0.02600,0
CoRoT-2 b,CoRoT-2,2,1,1.74299350000,0.00000100000,-0.00000100000,0,16.43200000,0.47100000,-0.49300000,0,1.46600000,0.04200000,-0.04400000,0,,5625.00,120.00,-120.00,0,0.906000,0.026000,-0.027000,0,-0.13055,0.05801,-0.11719,0
CoRoT-20 b,CoRoT-20,1,2,9.24285000000,0.00030000000,-0.00030000000,0,9.41556000,0.44836000,-0.44836000,0,0.84000000,0.04000000,-0.04000000,0,G2 V,5880.00,90.00,-90.00,0,1.020000,0.050000,-0.050000,0,0.17000,0.18000,-0.18000,0
CoRoT-20 c,CoRoT-20,1,2,1675.00000000000,19.00000000000,-17.00000000000,0,12.20000000,,,0,1.09000000,,,0,G2 V,5880.00,90.00,-90.00,0,1.020000,0.050000,-0.050000,0,0.17000,0.18000,-0.18000,0
CoRoT-21 b,CoRoT-21,1,1,2.72474000000,0.00014000000,-0.00014000000,0,14.57170000,1.56926000,-1.56926000,0,1.30000000,0.14000000,-0.14000000,0,F8 IV,6200.00,100.00,-100.00,0,1.950000,0.210000,-0.210000,0,0.70500,,,0
CoRoT-22 b,CoRoT-22,1,1,9.75598000000,0.00011000000,-0.00011000000,0,4.88000000,0.17000000,-0.39000000,0,0.43500000,0.01500000,-0.03500000,0,G3 V,5939.00,54.00,-120.00,0,1.136000,0.038000,-0.090000,0,0.01352,0.01863,-0.01946,0
CoRoT-23 b,CoRoT-23,1,1,3.63130000000,0.00010000000,-0.00010000000,0,11.77000000,1.46000000,-1.46000000,0,1.05000000,0.13000000,-0.13000000,0,G0 V,5900.00,100.00,-100.00,0,1.610000,0.180000,-0.180000,0,0.08678,0.04003,-0.04410,0
CoRoT-24 b,CoRoT-24,1,2,5.11340000000,0.00060000000,-0.00060000000,0,3.70000000,0.40000000,-0.40000000,0,0.33000000,0.04000000,-0.04000000,0,K1 V,4950.00,150.00,-150.00,0,0.860000,0.090000,-0.090000,0,-0.60148,0.02517,-0.02672,0
CoRoT-24 c,CoRoT-24,1,2,11.75900000000,0.00630000000,-0.00630000000,0,5.00000000,0.50000000,-0.50000000,0,0.44000000,0.04000000,-0.04000000,0,K1 V,4950.00,150.00,-150.00,0,0.860000,0.090000,-0.090000,0,-0.60148,0.02517,-0.02672,0
CoRoT-25 b,CoRoT-25,1,1,4.86069000000,0.00006000000,-0.00006000000,0,12.11000000,3.40000000,-1.12000000,0,1.08000000,0.30000000,-0.10000000,0,F9,6040.00,90.00,-90.00,0,1.190000,0.140000,-0.030000,0,0.14101,0.03850,-0.04225,0
CoRoT-26 b,CoRoT-26,1,1,4.20474000000,0.00005000000,-0.00005000000,0,14.12000000,1.46000000,-0.78000000,0,1.26000000,0.13000000,-0.07000000,0,G5,5590.00,100.00,-100.00,0,1.790000,0.180000,-0.090000,0,0.45100,,,0
CoRoT-27 b,CoRoT-27,1,1,3.57532000000,0.00006000000,-0.00006000000,0,11.28700000,0.49300000,-0.49300000,0,1.00700000,0.04400000,-0.04400000,0,G2,5900.00,120.00,-120.00,0,1.080000,0.180000,-0.060000,0,-0.16641,0.05584,-0.06409,0
CoRoT-28 b,CoRoT-28,1,1,5.20851000000,0.00038000000,-0.00038000000,0,10.70459500,0.73979400,-0.73979400,0,0.95500000,0.06600000,-0.06600000,0,G8/9 IV,5150.00,100.00,-100.00,0,1.780000,0.110000,-0.110000,0,0.38849,0.02073,-0.02177,0
CoRoT-29 b,CoRoT-29,1,1,2.85057000000,0.00000600000,-0.00000600000,0,10.08810000,1.79344000,-1.79344000,0,0.90000000,0.16000000,-0.16000000,0,K0 V,5260.00,100.00,-100.00,0,0.900000,0.120000,-0.120000,0,-0.09414,,,0
CoRoT-3 b,CoRoT-3,1,1,4.25680000000,0.00000500000,-0.00000500000,0,11.32000000,0.78000000,-0.78000000,0,1.01000000,0.07000000,-0.07000000,0,F3 V,6740.00,140.00,-140.00,0,1.560000,0.090000,-0.090000,0,0.39086,0.03574,-0.03895,0
CoRoT-30 b,CoRoT-30,1,1,9.06005000000,0.00024000000,-0.00024000000,0,11.30988100,0.85188400,-0.85188400,0,1.00900000,0.07600000,-0.07600000,0,G3 V,5650.00,100.00,-100.00,0,0.910000,0.090000,-0.030000,0,-0.19653,0.04263,-0.04728,0
CoRoT-31 b,CoRoT-31,1,1,4.62941000000,0.00075000000,-0.00075000000,0,16.36514000,3.36270000,-3.36270000,0,1.46000000,0.30000000,-0.30000000,0,G2 IV,5700.00,120.00,-120.00,0,2.150000,0.560000,-0.660000,0,0.39778,0.07454,-0.09004,0
CoRoT-32 b,CoRoT-32,1,1,6.71837000000,0.00001000000,-0.00001000000,0,6.38913000,0.67254000,-0.56045000,0,0.57000000,0.06000000,-0.05000000,0,G0 VI,5970.00,100.00,-100.00,0,0.790000,0.080000,-0.090000,0,-0.15490,0.10914,-0.14613,0
CoRoT-35 b,CoRoT-35,1,1,3.22748000000,0.00008000000,-0.00008000000,0,18.83108758,1.23298788,-1.23298788,0,1.68000000,0.11000000,-0.11000000,0,F6 V,6390.00,130.00,-130.00,0,1.650000,0.100000,-0.110000,0,0.36247,,,0
CoRoT-36 b,CoRoT-36,1,1,5.61653100000,0.00002300000,-0.00002300000,0,15.80466279,1.56925730,-1.56925730,0,1.41000000,0.14000000,-0.14000000,0,F3 V,6730.00,140.00,-140.00,0,1.520000,0.200000,-0.100000,0,0.81257,0.03714,-0.02955,0
CoRoT-4 b,CoRoT-4,1,1,9.20205000000,0.00037000000,-0.00037000000,0,13.34000000,0.67000000,-0.56000000,0,1.19000000,0.06000000,-0.05000000,0,,6190.00,60.00,-60.00,0,1.170000,0.010000,-0.030000,0,0.18482,0.02170,-0.02284,0
CoRoT-5 b,CoRoT-5,1,1,4.03789620000,0.00000190000,-0.00000190000,0,15.55800000,0.51600000,-0.52700000,0,1.38800000,0.04600000,-0.04700000,0,F9 V,6100.00,65.00,-65.00,0,1.186000,0.040000,-0.040000,0,0.18000,0.05000,-0.05000,0
CoRoT-6 b,CoRoT-6,1,1,8.88659300000,0.00000400000,-0.00000400000,0,13.06800000,0.39200000,-0.39200000,0,1.16600000,0.03500000,-0.03500000,0,F9 V,6090.00,70.00,-70.00,0,1.025000,0.026000,-0.026000,0,0.02573,0.01986,-0.02081,0
CoRoT-7 b,CoRoT-7,1,3,0.85359163000,0.00000000600,-0.00000000600,0,1.68135000,0.11209000,-0.11209000,0,0.15000000,0.01000000,-0.01000000,0,G9 V,5275.00,75.00,-75.00,0,0.830000,0.040000,-0.040000,0,-0.28938,0.02148,-0.01519,0
CoRoT-7 c,CoRoT-7,1,3,3.69800000000,0.00300000000,-0.00300000000,0,2.83000000,,,0,0.25300000,,,0,G9 V,5256.00,91.33,-130.85,0,0.864273,0.053165,-0.040252,0,-0.28938,0.02148,-0.01519,0
CoRoT-7 d,CoRoT-7,1,3,8.96600000000,1.54600000000,-1.54600000000,0,4.31000000,,,0,0.38400000,,,0,G9 V,5250.00,60.00,-60.00,0,0.838900,0.009300,-0.008800,0,-0.28938,0.02148,-0.01519,0
CoRoT-8 b,CoRoT-8,1,1,6.21229000000,0.00003000000,-0.00003000000,0,6.39000000,0.22000000,-0.22000000,0,0.57000000,0.02000000,-0.02000000,0,K1 V,5080.00,80.00,-80.00,0,0.770000,0.020000,-0.020000,0,-0.40000,0.05000,-0.05000,0
CoRoT-9 b,CoRoT-9,2,1,95.27265600000,0.00006800000,-0.00006800000,0,11.94879400,0.84067500,-0.70616700,0,1.06600000,0.07500000,-0.06300000,0,G3 V,5625.00,80.00,-80.00,0,0.960000,0.060000,-0.060000,0,-0.25426,0.01211,-0.01245,0
DE CVn b,DE CVn,2,1,4098.10000000000,131.50000000000,-131.50000000000,0,12.40000000,,,0,1.10000000,,,0,,3579.00,157.00,-157.00,0,0.424754,0.012656,-0.012656,0,-1.57398,0.09210,-0.11704,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,246.36000000000,1.38000000000,-1.35000000000,0,11.90000000,,,0,1.06000000,,,0,L1.5,,,,,,,,,,,,
DH Tau b,DH Tau,1,1,,,,,30.26430000,8.96720000,-8.96720000,0,2.70000000,0.80000000,-0.80000000,0,M0.5,4371.00,137.00,-137.00,0,0.270000,0.070000,-0.070000,0,-0.21153,,,0
DMPP-1 b,DMPP-1,1,4,18.57000000000,0.01000000000,-0.01000000000,0,5.29000000,,,0,0.47200000,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,0.31955,0.00173,-0.00174,0
DMPP-1 c,DMPP-1,1,4,6.58400000000,0.00300000000,-0.00200000000,0,3.06000000,,,0,0.27300000,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,0.31955,0.00173,-0.00174,0
DMPP-1 d,DMPP-1,1,4,2.88200000000,0.00100000000,-0.00100000000,0,1.65000000,,,0,0.14700000,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,0.31955,0.00173,-0.00174,0
DMPP-1 e,DMPP-1,1,4,5.51600000000,0.00200000000,-0.00400000000,0,1.86000000,,,0,0.16600000,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,0.31955,0.00173,-0.00174,0
DMPP-2 b,DMPP-2,1,1,5.20720000000,0.00020000000,-0.00550000000,0,14.30000000,,,0,1.28000000,,,0,F5 V,6500.00,100.00,-100.00,0,1.780000,0.090000,-0.090000,0,0.10380,0.05153,-0.05848,0
DMPP-3 A b,DMPP-3 A,2,1,6.67320000000,0.00110000000,-0.00030000000,0,1.41000000,,,0,0.12600000,,,0,K0 V,5138.00,99.00,-99.00,0,0.910000,0.020000,-0.020000,0,-0.29268,0.00252,-0.00253,0
DMPP-4 b,DMPP-4,1,1,3.49820000000,0.00220000000,-0.23270000000,0,3.53000000,,,0,0.31500000,,,0,F5-F8 V,6400.00,50.00,-50.00,0,1.380000,0.010000,-0.010000,0,0.45939,0.01190,-0.01223,0
DP Leo b,DP Leo,2,1,10220.00000000000,730.00000000000,-730.00000000000,0,12.70000000,,,0,1.14000000,,,0,,13500.00,500.00,-500.00,0,0.011500,,,0,-2.40000,,,0
DS Tuc A b,DS Tuc A,2,1,8.13826800000,0.00001100000,-0.00001100000,0,5.70000000,0.17000000,-0.17000000,0,0.50851994,0.01516638,-0.01516638,0,G6 V,5428.00,80.00,-80.00,0,0.964000,0.029000,-0.029000,0,-0.13966,0.00772,-0.00786,0
EPIC 201170410.02,EPIC 201170410,1,1,6.79870000000,0.00010000000,-0.00010000000,0,1.04700000,0.27600000,-0.25700000,0,0.09340708,0.02462307,-0.02292800,0,,3648.00,172.00,-143.00,0,0.282000,0.074000,-0.069000,0,-1.90000,,,0
EPIC 201238110 b,EPIC 201238110,1,1,28.16560000000,0.00270000000,-0.00280000000,0,1.87000000,0.20000000,-0.45000000,0,0.16683023,0.01784280,-0.04014631,0,,3587.00,157.00,-157.00,0,0.374000,0.089000,-0.035000,0,-1.50834,0.09259,-0.11784,0
EPIC 201427007 b,EPIC 201427007,1,1,0.72091000000,0.00014000000,-0.00014000000,0,1.50000000,0.20000000,-0.20000000,0,0.13382127,0.01784284,-0.01784284,0,,5633.00,111.00,-111.00,0,0.940000,0.090000,-0.090000,0,-0.04875,,,0
EPIC 201497682 b,EPIC 201497682,1,1,2.13174000000,0.00022000000,-0.00022000000,0,0.69200000,0.05900000,-0.04800000,0,0.06173610,0.00526363,-0.00428227,0,,4991.00,75.00,-100.80,0,0.554000,0.016000,-0.023000,0,-0.76627,0.00714,-0.00726,0
EPIC 201595106 b,EPIC 201595106,1,2,0.87724000000,0.00004000000,-0.00004000000,0,1.56500000,0.07900000,-0.07900000,0,0.13962019,0.00704792,-0.00704792,0,,5679.00,60.00,-39.00,0,0.980000,0.025000,-0.025000,0,-0.04915,0.00723,-0.00736,0
EPIC 201615463 c,K2-166,1,2,3.80464000000,0.00091000000,-0.00105000000,0,1.22000000,0.21000000,-0.17000000,0,0.10884111,0.01873495,-0.01516638,0,,5960.00,52.00,-53.00,0,1.610000,0.040000,-0.040000,0,0.45848,0.01242,-0.01278,0
EPIC 201754305 d,K2-16,1,3,2.71578000000,0.00031000000,-0.00031000000,0,1.03000000,0.08500000,-0.08600000,0,0.09189045,0.00758319,-0.00767241,0,K3 V,4761.00,50.00,-57.00,0,0.544000,0.012000,-0.021000,0,-0.76082,0.01239,-0.01276,0
EPIC 201757695.02,EPIC 201757695,1,1,2.04780000000,0.00010000000,-0.00010000000,0,0.90819000,0.05861000,-0.06401000,0,0.08102328,0.00522883,-0.00571059,0,,4520.00,108.00,-54.00,0,0.655000,0.041000,-0.045000,0,-0.36351,0.32493,-0.95525,0
EPIC 201833600 c,K2-50,1,2,3.96151000000,0.00046000000,-0.00051000000,0,1.00000000,0.12000000,-0.11000000,0,0.08921402,0.01070568,-0.00981354,0,,4326.00,128.00,-128.00,0,0.634000,0.039000,-0.045000,0,-0.87356,0.01189,-0.01223,0
EPIC 201841433 b,EPIC 201841433,1,1,4.16980000000,0.00010000000,-0.00010000000,0,1.04000000,0.03700000,-0.03200000,0,0.09278259,0.00330092,-0.00285485,0,,5053.00,103.00,-166.00,0,0.628461,0.043420,-0.024858,0,-0.63455,0.01780,-0.01856,0
EPIC 205950854 c,K2-168,1,2,8.05072200000,0.00007500000,-0.00003800000,0,1.31000000,0.14400000,-0.06300000,0,0.11687037,0.01284682,-0.00562048,0,,5502.70,101.00,-50.50,0,0.830000,0.087000,-0.043000,0,-0.17649,0.00936,-0.00956,0
EPIC 206024342 b,EPIC 206024342,1,3,4.50756000000,0.00062000000,-0.00060000000,0,1.70000000,0.59000000,-0.31000000,0,0.15166384,0.05263627,-0.02765635,0,,5724.00,72.00,-72.00,0,0.823000,0.100000,-0.042000,0,-0.16992,0.01090,-0.01118,0
EPIC 206024342 c,EPIC 206024342,1,3,0.91172400000,0.00007600000,-0.00007600000,0,1.40000000,0.50000000,-0.50000000,0,0.12489985,0.04460709,-0.04460709,0,,5724.00,72.00,-72.00,0,1.100000,0.360000,-0.360000,0,-0.16992,0.01090,-0.01118,0
EPIC 206024342 d,EPIC 206024342,1,3,14.64753100000,0.00000410000,-0.00000410000,0,2.60000000,0.90000000,-0.90000000,0,0.23195686,0.08029276,-0.08029276,0,,5724.00,72.00,-72.00,0,1.100000,0.360000,-0.360000,0,-0.16992,0.01090,-0.01118,0
EPIC 206032309 b,EPIC 206032309,1,1,2.87814000000,0.00023000000,-0.00026000000,0,1.01000000,0.24000000,-0.13000000,0,0.09010616,0.02141137,-0.01159782,0,,3489.00,157.00,-157.00,0,0.373440,0.011787,-0.011787,0,-1.73006,0.09497,-0.12173,0
EPIC 206042996 b,EPIC 206042996,1,2,5.29860000000,0.00060000000,-0.00060000000,0,1.70000000,0.20000000,-0.20000000,0,0.15166410,0.01784284,-0.01784284,0,,4114.00,99.00,-99.00,0,0.500000,0.040000,-0.040000,0,-0.97996,0.02696,-0.02875,0
EPIC 206042996 c,EPIC 206042996,1,2,0.35488400000,0.00006300000,-0.00006300000,0,1.20000000,0.20000000,-0.10000000,0,0.10705701,0.01784284,-0.00892142,0,,4114.00,99.00,-99.00,0,0.500000,0.040000,-0.040000,0,-0.97996,0.02696,-0.02875,0
EPIC 206215704 b,EPIC 206215704,1,1,2.25543600000,0.00009100000,-0.00009100000,0,1.00000000,0.10000000,-0.09000000,0,0.08921418,0.00892142,-0.00802928,0,,3297.00,73.00,-73.00,0,0.250000,0.010000,-0.010000,0,-2.08843,0.09579,-0.12308,0
EPIC 206317286 b,EPIC 206317286,1,2,1.58252000000,0.00017000000,-0.00018000000,0,0.96000000,0.11000000,-0.15000000,0,0.08564546,0.00981354,-0.01338210,0,,4752.00,138.00,-138.00,0,0.669000,0.037000,-0.050000,0,-0.59336,0.00972,-0.00994,0
EPIC 206317286 c,EPIC 206317286,1,2,17.51547200000,0.00228800000,-0.00296500000,0,2.09400000,0.17600000,-0.16000000,0,0.18681449,0.01570170,-0.01427427,0,,4752.00,138.00,-138.00,0,0.758000,0.052000,-0.057000,0,-0.59336,0.00972,-0.00994,0
EPIC 211822797 b,EPIC 211822797,1,1,21.17019630000,0.00006620000,-0.00006420000,0,1.92000000,0.12000000,-0.07000000,0,0.17129122,0.01070570,-0.00624499,0,M0,4057.00,37.00,-39.00,0,0.580000,0.010000,-0.010000,0,-1.15304,0.01278,-0.01317,0
EPIC 211945201 b,EPIC 211945201,1,1,19.49221000000,0.00066600000,-0.00065300000,0,5.76000000,0.30000000,-0.30000000,0,0.51387278,0.02676421,-0.02676421,0,G0,6069.00,90.00,-90.00,0,1.390000,0.020000,-0.020000,0,0.37334,0.01206,-0.01956,0
EPIC 212297394 b,EPIC 212297394,1,2,2.28936300000,0.00023200000,-0.00025100000,0,1.48000000,0.13000000,-0.11000000,0,0.13203698,0.01159784,-0.00981356,0,,5171.00,172.00,-130.00,0,0.800000,0.030000,-0.030000,0,-0.46654,,,0
EPIC 212297394 c,EPIC 212297394,1,2,5.21396500000,0.00044200000,-0.00044200000,0,2.27000000,0.19000000,-0.14000000,0,0.20251618,0.01695069,-0.01248998,0,,5171.00,172.00,-130.00,0,0.800000,0.030000,-0.030000,0,-0.46654,,,0
EPIC 212424622 b,EPIC 212424622,1,1,18.09830000000,0.00600000000,-0.00580000000,0,2.17000000,0.67000000,-0.42000000,0,0.19359443,0.05977340,-0.03746989,0,,5782.33,11.67,-107.69,0,1.224700,0.004900,-0.046900,0,0.17917,0.01774,-0.01850,0
EPIC 212499991 b,EPIC 212499991,1,1,34.88500000000,0.01100000000,-0.01000000000,0,1.60000000,0.13000000,-0.16000000,0,0.14274244,0.01159782,-0.01427424,0,,4982.79,43.77,-40.79,0,0.757541,0.012556,-0.013135,0,-0.49660,0.00784,-0.00798,0
EPIC 212587672 b,EPIC 212587672,1,2,15.28078000000,0.00012100000,-0.00011600000,0,1.26000000,0.11000000,-0.09000000,0,0.11240986,0.00981356,-0.00802928,0,,6004.00,77.00,-78.00,0,0.980000,0.040000,-0.030000,0,0.03848,0.02440,-0.02865,0
EPIC 212587672 c,EPIC 212587672,1,2,23.22855500000,0.00006800000,-0.00007100000,0,2.32000000,0.19000000,-0.12000000,0,0.20697689,0.01695069,-0.01070570,0,,6004.00,77.00,-78.00,0,0.980000,0.040000,-0.030000,0,0.03848,0.02440,-0.02865,0
EPIC 212624936 b,EPIC 212624936,1,2,0.57865700000,0.00001600000,-0.00001600000,0,1.20000000,0.30000000,-0.30000000,0,0.10705701,0.02676425,-0.02676425,0,,5765.00,170.00,-170.00,0,0.930000,0.200000,-0.200000,0,-0.12371,,,0
EPIC 212624936 c,EPIC 212624936,1,2,11.81143700000,0.00011000000,-0.00011000000,0,2.30000000,0.50000000,-0.50000000,0,0.20519261,0.04460709,-0.04460709,0,,5765.00,170.00,-170.00,0,0.930000,0.200000,-0.200000,0,-0.12371,,,0
EPIC 212737443 b,EPIC 212737443,1,2,13.60300000000,0.00130000000,-0.00130000000,0,2.58600000,0.12600000,-0.12600000,0,0.23070747,0.01124097,-0.01124097,0,K3,4684.00,79.00,-79.00,0,0.673000,0.024000,-0.024000,0,-0.75057,,,0
EPIC 212737443 c,EPIC 212737443,1,2,65.55000000000,0.00890000000,-0.00890000000,0,2.69000000,0.14600000,-0.14600000,0,0.23998573,0.01302525,-0.01302525,0,K3,4684.00,79.00,-79.00,0,0.673000,0.024000,-0.024000,0,-0.75057,,,0
EPIC 220492298 b,EPIC 220492298,1,1,0.76240600000,0.00015000000,-0.00015000000,0,0.99000000,0.10000000,-0.10000000,0,0.08832204,0.00892142,-0.00892142,0,,5620.00,31.00,-31.00,0,0.890000,0.090000,-0.090000,0,-0.00880,,,0
EPIC 220554210 c,K2-282,1,2,0.70531000000,0.00003700000,-0.00003700000,0,1.60000000,0.10000000,-0.10000000,0,0.14274268,0.00892142,-0.00892142,0,,5499.00,109.00,-109.00,0,1.000000,0.040000,-0.040000,0,-0.21463,0.01616,-0.01678,0
EPIC 220674823 b,EPIC 220674823,1,2,0.57131270000,0.00000550000,-0.00000550000,0,1.67600000,0.03700000,-0.03700000,0,0.14952296,0.00330092,-0.00330092,0,G5 V,5578.00,46.00,-46.00,0,0.990000,0.012000,-0.012000,0,-0.11919,,,0
EPIC 220674823 c,EPIC 220674823,1,2,13.33989000000,0.00068000000,-0.00070000000,0,2.84000000,0.10000000,-0.08000000,0,0.25336827,0.00892142,-0.00713713,0,G5 V,5578.00,46.00,-46.00,0,0.990000,0.012000,-0.012000,0,-0.11919,,,0
EPIC 228836835 b,EPIC 228836835,1,1,0.72811300000,0.00006300000,-0.00006300000,0,1.10000000,0.30000000,-0.20000000,0,0.09813560,0.02676425,-0.01784284,0,,3782.00,152.00,-152.00,0,0.320000,0.070000,-0.070000,0,-1.61153,0.09470,-0.12128,0
EPIC 229004835 b,EPIC 229004835,1,1,16.14113200000,0.00001900000,-0.00001900000,0,2.33200000,0.08000000,-0.09400000,0,0.20804746,0.00713713,-0.00838613,0,,5868.00,60.00,-60.00,0,0.999000,0.008000,-0.008000,0,0.02989,0.01742,-0.01039,0
EPIC 246851721 b,EPIC 246851721,2,1,6.18023500000,0.00001400000,-0.00001400000,0,11.78065900,0.49319600,-0.49319600,0,1.05100000,0.04400000,-0.04400000,0,F5 V,6202.00,52.00,-50.00,0,1.586000,0.034000,-0.033000,0,0.52634,0.02511,-0.02391,0
EPIC 248847494 b,EPIC 248847494,1,1,3650.00000000000,1280.00000000000,-1130.00000000000,0,12.44199000,0.78463000,-0.78463000,0,1.11000000,0.07000000,-0.07000000,0,,4898.00,68.00,-68.00,0,2.700000,0.120000,-0.120000,0,0.54805,0.01439,-0.01488,0
EPIC 249893012 b,EPIC 249893012,1,3,3.59510000000,0.00030000000,-0.00030000000,0,1.95000000,0.09000000,-0.08000000,0,0.17396735,0.00802926,-0.00713712,0,G8 IV/V,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,0.35568,0.00813,-0.00828,0
EPIC 249893012 c,EPIC 249893012,1,3,15.62400000000,0.00100000000,-0.00100000000,0,3.67000000,0.17000000,-0.14000000,0,0.32741547,0.01516638,-0.01248996,0,G8 IV/V,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,0.35568,0.00813,-0.00828,0
EPIC 249893012 d,EPIC 249893012,1,3,35.74700000000,0.00500000000,-0.00500000000,0,3.94000000,0.13000000,-0.12000000,0,0.35150326,0.01159782,-0.01070568,0,G8 IV/V,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,0.35568,0.00813,-0.00828,0
FU Tau b,FU Tau,1,1,,,,,12.20000000,,,0,1.09000000,,,0,M7.25,2838.00,,,0,,,,,-0.69897,,,0
G 192-15 b,G 192-15,1,2,2.27476000000,0.00026000000,-0.00028000000,0,1.02000000,,,0,0.09070000,,,0,M5.0 V,2999.00,157.00,-157.00,0,0.170718,0.005104,-0.005104,0,-2.67285,0.10413,-0.13724,0
G 192-15 c,G 192-15,1,2,1219.00000000000,13.00000000000,-11.00000000000,0,3.87000000,,,0,0.34500000,,,0,M5.0 V,2999.00,157.00,-157.00,0,0.170718,0.005104,-0.005104,0,-2.67285,0.10413,-0.13724,0
G 196-3 b,G 196-3,1,1,,,,,12.00000000,,,0,1.07000000,,,0,,3517.00,157.00,-157.00,0,0.522432,0.015336,-0.015336,0,-1.42456,0.09289,-0.11832,0
G 261-6 b,G 261-6,1,1,5.45360000000,0.00310000000,-0.00320000000,0,1.10000000,,,0,0.09820000,,,0,M5.5 V,2907.00,157.00,-157.00,0,0.153162,0.004577,-0.004577,0,-2.82122,0.10642,-0.14127,0
